,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_obs,ans_prob_exp,ans_prob_after_edit,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_George Washington,topk_tok_obs_edit_subject_George Washington,ans_prob_obs_edit_subject_The president,topk_tok_obs_edit_subject_The president,ans_prob_obs_edit_subject_St. Peter's Basilica,topk_tok_obs_edit_subject_St. Peter's Basilica,ans_prob_obs_edit_subject_Jesus,topk_tok_obs_edit_subject_Jesus,ans_prob_obs_edit_subject_Elephants,topk_tok_obs_edit_subject_Elephants,ans_prob_obs_edit_subject_Barack Obama,topk_tok_obs_edit_subject_Barack Obama,ans_prob_obs_edit_subject_Burj Khalifa,topk_tok_obs_edit_subject_Burj Khalifa,ans_prob_obs_edit_subject_Mesopotamian civilization,topk_tok_obs_edit_subject_Mesopotamian civilization,ans_prob_obs_edit_subject_Martin Luther King Jr.,topk_tok_obs_edit_subject_Martin Luther King Jr.,ans_prob_obs_edit_subject_The sperm whale,topk_tok_obs_edit_subject_The sperm whale,ans_prob_obs_edit_subject_The surface of the Earth,topk_tok_obs_edit_subject_The surface of the Earth,ans_prob_obs_edit_subject_Columbus' expedition,topk_tok_obs_edit_subject_Columbus' expedition,ans_prob_obs_edit_subject_Royce Gracie,topk_tok_obs_edit_subject_Royce Gracie,ans_prob_obs_edit_subject_Enzo Ferrari,topk_tok_obs_edit_subject_Enzo Ferrari,ans_prob_obs_edit_subject_California,topk_tok_obs_edit_subject_California,ans_prob_obs_edit_subject_Hillary Clinton,topk_tok_obs_edit_subject_Hillary Clinton,ans_prob_obs_edit_subject_Stephen Hawking,topk_tok_obs_edit_subject_Stephen Hawking,ans_prob_obs_edit_subject_Lionel Messi,topk_tok_obs_edit_subject_Lionel Messi,ans_prob_obs_edit_subject_Microsoft,topk_tok_obs_edit_subject_Microsoft,ans_prob_obs_edit_subject_James Bond,topk_tok_obs_edit_subject_James Bond,ans_prob_obs_edit_subject_Alan Turing,topk_tok_obs_edit_subject_Alan Turing,ans_prob_obs_edit_subject_Tim Cook,topk_tok_obs_edit_subject_Tim Cook,ans_prob_obs_edit_subject_Michael Jackson,topk_tok_obs_edit_subject_Michael Jackson,ans_prob_obs_edit_subject_Chicago,topk_tok_obs_edit_subject_Chicago,ans_prob_obs_edit_subject_Robespierre,topk_tok_obs_edit_subject_Robespierre,ans_prob_obs_edit_subject_Australia,topk_tok_obs_edit_subject_Australia,ans_prob_obs_edit_subject_Arnold Schwarzenegger,topk_tok_obs_edit_subject_Arnold Schwarzenegger,ans_prob_obs_edit_subject_Ohio,topk_tok_obs_edit_subject_Ohio,ans_prob_obs_edit_subject_bird,topk_tok_obs_edit_subject_bird,ans_prob_obs_edit_subject_The University of Chicago,topk_tok_obs_edit_subject_The University of Chicago,ans_prob_obs_edit_subject_Simon Bolivar,topk_tok_obs_edit_subject_Simon Bolivar,ans_prob_obs_edit_subject_Bill Gates,topk_tok_obs_edit_subject_Bill Gates,ans_prob_obs_edit_subject_Nelson Mandela,topk_tok_obs_edit_subject_Nelson Mandela,ans_prob_obs_edit_subject_Abraham Lincoln,topk_tok_obs_edit_subject_Abraham Lincoln,ans_prob_obs_edit_subject_Texas',topk_tok_obs_edit_subject_Texas',ans_prob_obs_edit_subject_Russia,topk_tok_obs_edit_subject_Russia,ans_prob_obs_edit_subject_Steve Jobs',topk_tok_obs_edit_subject_Steve Jobs',ans_prob_obs_edit_subject_J.R.R. Tolkien,topk_tok_obs_edit_subject_J.R.R. Tolkien,ans_prob_obs_edit_subject_Argonne National Laboratory ,topk_tok_obs_edit_subject_Argonne National Laboratory ,ans_prob_obs_edit_subject_Sears Tower,topk_tok_obs_edit_subject_Sears Tower,ans_prob_obs_edit_subject_French,topk_tok_obs_edit_subject_French,ans_prob_obs_edit_subject_Cain,topk_tok_obs_edit_subject_Cain,ans_prob_obs_edit_subject_Napoleon,topk_tok_obs_edit_subject_Napoleon,ans_prob_obs_edit_subject_Quinine,topk_tok_obs_edit_subject_Quinine,ans_prob_obs_edit_subject_Hadrian,topk_tok_obs_edit_subject_Hadrian,ans_prob_obs_edit_subject_D-Day,topk_tok_obs_edit_subject_D-Day,ans_prob_obs_edit_subject_water,topk_tok_obs_edit_subject_water,ans_prob_obs_edit_subject_highest mountain,topk_tok_obs_edit_subject_highest mountain,ans_prob_obs_edit_subject_Kopi luwak,topk_tok_obs_edit_subject_Kopi luwak,ans_prob_obs_edit_subject_cat,topk_tok_obs_edit_subject_cat,ans_prob_obs_edit_subject_Defibrillation,topk_tok_obs_edit_subject_Defibrillation,ans_prob_obs_edit_subject_tsunami,topk_tok_obs_edit_subject_tsunami,ans_prob_obs_edit_subject_John F Kennedy,topk_tok_obs_edit_subject_John F Kennedy,ans_prob_obs_edit_subject_Queen,topk_tok_obs_edit_subject_Queen,ans_prob_obs_edit_subject_William Thomson,topk_tok_obs_edit_subject_William Thomson,ans_prob_obs_edit_subject_Will Smith,topk_tok_obs_edit_subject_Will Smith,ans_prob_obs_edit_subject_Katy Perry,topk_tok_obs_edit_subject_Katy Perry,ans_prob_obs_edit_subject_Ernest Gary Gygax,topk_tok_obs_edit_subject_Ernest Gary Gygax,ans_prob_obs_edit_subject_Richard Garfield,topk_tok_obs_edit_subject_Richard Garfield,ans_prob_obs_edit_subject_Emperor Vespasian,topk_tok_obs_edit_subject_Emperor Vespasian,ans_prob_obs_edit_subject_Ludwig II,topk_tok_obs_edit_subject_Ludwig II,ans_prob_obs_edit_subject_Alexander the Great,topk_tok_obs_edit_subject_Alexander the Great,ans_prob_obs_edit_subject_Steve Rogers,topk_tok_obs_edit_subject_Steve Rogers,ans_prob_obs_edit_subject_Thomas Jennings,topk_tok_obs_edit_subject_Thomas Jennings,ans_prob_obs_edit_subject_Leonardo da Vinci,topk_tok_obs_edit_subject_Leonardo da Vinci,ans_prob_obs_edit_subject_Johannes Gutenberg,topk_tok_obs_edit_subject_Johannes Gutenberg,ans_prob_obs_edit_subject_Samuel F.B. Morse,topk_tok_obs_edit_subject_Samuel F.B. Morse,ans_prob_obs_edit_subject_Thomas Alva Edison,topk_tok_obs_edit_subject_Thomas Alva Edison,ans_prob_obs_edit_subject_Nikola Tesla,topk_tok_obs_edit_subject_Nikola Tesla,ans_prob_obs_edit_subject_New York City,topk_tok_obs_edit_subject_New York City,ans_prob_obs_edit_subject_Michelle Obama,topk_tok_obs_edit_subject_Michelle Obama,ans_prob_obs_edit_subject_Florence Nightingale,topk_tok_obs_edit_subject_Florence Nightingale,ans_prob_obs_edit_subject_Hippocrates,topk_tok_obs_edit_subject_Hippocrates,ans_prob_obs_edit_subject_Albert Einstein,topk_tok_obs_edit_subject_Albert Einstein,ans_prob_obs_edit_subject_James Madison,topk_tok_obs_edit_subject_James Madison,ans_prob_obs_edit_subject_Charles Babbage,topk_tok_obs_edit_subject_Charles Babbage,ans_prob_obs_edit_subject_Galileo Galilei,topk_tok_obs_edit_subject_Galileo Galilei,ans_prob_obs_edit_subject_The Taj Mahal,topk_tok_obs_edit_subject_The Taj Mahal,ans_prob_obs_edit_subject_The Gateway Arch,topk_tok_obs_edit_subject_The Gateway Arch,ans_prob_obs_edit_subject_The Shard,topk_tok_obs_edit_subject_The Shard,ans_prob_obs_edit_subject_T. Rex,topk_tok_obs_edit_subject_T. Rex,ans_prob_obs_edit_subject_Bananas,topk_tok_obs_edit_subject_Bananas,ans_prob_obs_edit_subject_limes,topk_tok_obs_edit_subject_limes,ans_prob_obs_edit_subject_Helen Keller,topk_tok_obs_edit_subject_Helen Keller,ans_prob_obs_edit_subject_Mozart,topk_tok_obs_edit_subject_Mozart,ans_prob_obs_edit_subject_Beethoven,topk_tok_obs_edit_subject_Beethoven,ans_prob_obs_edit_subject_Hermes,topk_tok_obs_edit_subject_Hermes,ans_prob_obs_edit_subject_Thor,topk_tok_obs_edit_subject_Thor,ans_prob_obs_edit_subject_Medusa,topk_tok_obs_edit_subject_Medusa,ans_prob_obs_edit_subject_Persephone,topk_tok_obs_edit_subject_Persephone,ans_prob_obs_edit_subject_Oedipus,topk_tok_obs_edit_subject_Oedipus,ans_prob_obs_edit_subject_William Shakespeare,topk_tok_obs_edit_subject_William Shakespeare,ans_prob_obs_edit_subject_Hercules,topk_tok_obs_edit_subject_Hercules,ans_prob_obs_edit_subject_The Great Barrier Reef,topk_tok_obs_edit_subject_The Great Barrier Reef,ans_prob_obs_edit_subject_The Louvre Museum,topk_tok_obs_edit_subject_The Louvre Museum,ans_prob_obs_edit_subject_Mount Everest,topk_tok_obs_edit_subject_Mount Everest,ans_prob_obs_edit_subject_Mammoth Cave,topk_tok_obs_edit_subject_Mammoth Cave,ans_prob_obs_edit_subject_blue whale,topk_tok_obs_edit_subject_blue whale,ans_prob_obs_edit_subject_Jupiter,topk_tok_obs_edit_subject_Jupiter
0,George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,0.06696479767560959,0.24717207252979279,0.05959964171051979,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
1,The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.017389686778187752,0.09002377837896347,0.09395050257444382,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
2,St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.037181127816438675,0.0580805167555809,0.09612929821014404,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
3,Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.11867384612560272,0.5816783308982849,0.3430817723274231,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
4,Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.4732052683830261,0.5020720958709717,0.31045737862586975,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
5,Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,0.01390085555613041,0.0593440979719162,0.013523434288799763,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
6,Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,0.006768432911485434,0.10881438106298447,0.04459545016288757,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
7,Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,0.006737988442182541,0.04077152907848358,0.007738164160400629,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
8,Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,0.2726961076259613,0.6805456876754761,0.017563628032803535,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
9,The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.12079184502363205,0.18591824173927307,0.03680836409330368,0,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]
